country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,23-05-2022,-23,-15,-22,-37,-29,5
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,24-05-2022,-22,-15,-18,-38,-30,6
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,25-05-2022,-21,-14,-18,-37,-30,5
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,26-05-2022,-20,-15,-19,-37,-30,5
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,27-05-2022,-20,-13,-21,-38,-31,5
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,28-05-2022,-25,-17,-30,-37,-24,2
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,29-05-2022,-20,-17,-11,-34,-20,0
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,30-05-2022,-21,-15,4,-50,-74,15
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,31-05-2022,-22,-12,-20,-36,-31,6
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,01-06-2022,-20,-12,-18,-36,-30,5
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,02-06-2022,-20,-14,-21,-37,-31,6
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,03-06-2022,-21,-12,-20,-37,-31,5
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,04-06-2022,-23,-15,-20,-35,-18,2
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,05-06-2022,-20,-14,-9,-31,-17,2
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,06-06-2022,-21,-13,-17,-36,-31,5
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,07-06-2022,-19,-12,-8,-36,-32,5
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,08-06-2022,-20,-13,-17,-37,-32,6
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,09-06-2022,-18,-14,-18,-37,-33,6
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,10-06-2022,-20,-13,-20,-37,-33,6
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,11-06-2022,-23,-14,-18,-34,-19,2
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,12-06-2022,-19,-14,-7,-31,-17,1
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,13-06-2022,-22,-14,-18,-37,-35,6
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,14-06-2022,-20,-14,-14,-38,-36,6
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,15-06-2022,-20,-14,-14,-38,-36,7
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,16-06-2022,-21,-15,-16,-38,-37,7
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,17-06-2022,-21,-12,-17,-38,-37,7
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,18-06-2022,-22,-11,-17,-34,-21,1
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,19-06-2022,-19,-12,-12,-32,-19,0
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,20-06-2022,-21,-15,-13,-40,-44,8
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,21-06-2022,-23,-14,-14,-38,-37,7
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,22-06-2022,-24,-16,-22,-40,-37,8
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,23-06-2022,-22,-16,-14,-38,-37,7
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,24-06-2022,-23,-15,-17,-39,-37,7
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,25-06-2022,-24,-15,-18,-34,-20,2
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,26-06-2022,-21,-16,-7,-32,-18,2
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,27-06-2022,-23,-15,-18,-38,-36,7
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,28-06-2022,-23,-15,-16,-38,-37,7
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,29-06-2022,-22,-15,-13,-38,-37,7
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,30-06-2022,-20,-14,-14,-36,-37,7
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,01-07-2022,-20,-9,-16,-37,-38,7
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,02-07-2022,-23,-11,-24,-35,-24,2
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,03-07-2022,-20,-10,-7,-33,-20,0
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,04-07-2022,-31,-12,18,-51,-78,15
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,05-07-2022,-24,-15,-20,-38,-41,8
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,06-07-2022,-23,-15,-15,-38,-38,7
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,07-07-2022,-22,-15,-15,-39,-37,7
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,08-07-2022,-23,-15,-15,-39,-37,7
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,09-07-2022,-24,-15,-20,-36,-20,3
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,10-07-2022,-21,-15,-10,-32,-18,2
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,11-07-2022,-24,-14,-17,-38,-37,7
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,12-07-2022,-23,-16,-16,-39,-37,7
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,13-07-2022,-23,-16,-14,-39,-37,7
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,14-07-2022,-23,-17,-14,-38,-37,8
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,15-07-2022,-25,-16,-17,-39,-37,9
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,16-07-2022,-26,-16,-22,-36,-20,3
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,17-07-2022,-22,-15,-12,-33,-18,2
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,18-07-2022,-23,-15,-16,-38,-37,9
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,19-07-2022,-23,-14,-15,-39,-38,10
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,20-07-2022,-24,-15,-14,-39,-38,7
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,21-07-2022,-23,-16,-14,-38,-38,7
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,22-07-2022,-23,-14,-17,-39,-37,8
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,23-07-2022,-25,-16,-23,-36,-20,2
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,24-07-2022,-22,-18,-15,-33,-18,3
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,25-07-2022,-23,-16,-16,-39,-38,8
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,26-07-2022,-22,-13,-14,-39,-38,7
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,27-07-2022,-22,-15,-13,-38,-38,7
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,28-07-2022,-22,-15,-13,-38,-38,8
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,29-07-2022,-22,-10,-15,-38,-38,7
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,30-07-2022,-24,-16,-17,-35,-21,3
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,31-07-2022,-21,-16,-13,-32,-17,2
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,01-08-2022,-21,-13,-17,-38,-38,7
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,02-08-2022,-21,-14,-13,-39,-38,7
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,03-08-2022,-20,-13,-15,-38,-38,7
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,04-08-2022,-22,-15,-15,-39,-38,7
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,05-08-2022,-23,-14,-18,-39,-38,7
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,06-08-2022,-24,-14,-21,-35,-21,2
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,07-08-2022,-21,-15,-14,-33,-18,2
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,08-08-2022,-22,-14,-19,-38,-37,7
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,09-08-2022,-21,-13,-18,-39,-37,7
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,10-08-2022,-21,-14,-16,-38,-36,7
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,11-08-2022,-22,-15,-17,-39,-36,7
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,12-08-2022,-23,-14,-20,-39,-36,7
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,13-08-2022,-23,-14,-22,-36,-20,2
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,14-08-2022,-20,-13,-15,-32,-17,3
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,15-08-2022,-21,-13,-21,-36,-35,8
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,16-08-2022,-22,-13,-16,-37,-35,8
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,17-08-2022,-22,-13,-17,-37,-35,8
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,18-08-2022,-21,-14,-10,-35,-35,8
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,19-08-2022,-21,-13,-18,-37,-34,8
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,20-08-2022,-21,-14,-14,-35,-19,4
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,21-08-2022,-19,-14,-9,-31,-17,3
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,22-08-2022,-22,-14,-20,-35,-34,8
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,23-08-2022,-22,-14,-17,-36,-34,8
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,24-08-2022,-22,-15,-16,-36,-34,8
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,25-08-2022,-22,-15,-17,-36,-34,8
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,26-08-2022,-22,-14,-18,-37,-34,8
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,27-08-2022,-23,-14,-17,-35,-19,4
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,28-08-2022,-20,-15,-7,-32,-17,3
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,29-08-2022,-23,-15,-20,-35,-33,6
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,30-08-2022,-23,-14,-20,-36,-33,6
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,31-08-2022,-23,-15,-24,-36,-34,5
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,01-09-2022,-20,-12,-25,-35,-34,5
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,02-09-2022,-20,-10,-25,-38,-36,6
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,03-09-2022,-22,-13,-32,-36,-25,2
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,04-09-2022,-21,-15,-21,-36,-21,1
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,05-09-2022,-22,-14,-15,-52,-76,17
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,06-09-2022,-22,-10,-26,-35,-33,5
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,07-09-2022,-23,-12,-24,-36,-32,5
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,08-09-2022,-22,-14,-25,-36,-31,5
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,09-09-2022,-24,-14,-34,-38,-31,6
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,10-09-2022,-23,-13,-34,-37,-19,4
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,11-09-2022,-21,-15,-19,-33,-16,3
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,12-09-2022,-23,-14,-23,-35,-30,5
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,13-09-2022,-23,-14,-20,-36,-31,5
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,14-09-2022,-23,-15,-19,-36,-31,5
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,15-09-2022,-22,-16,-18,-35,-31,4
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,16-09-2022,-22,-14,-20,-37,-31,5
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,17-09-2022,-23,-15,-19,-35,-19,2
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,18-09-2022,-21,-17,-13,-32,-18,2
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,19-09-2022,-24,-16,-22,-35,-31,5
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,20-09-2022,-23,-15,-19,-36,-31,5
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,21-09-2022,-23,-16,-19,-36,-32,5
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,22-09-2022,-22,-16,-18,-35,-32,5
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,23-09-2022,-21,-14,-14,-35,-32,5
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,24-09-2022,-22,-16,-13,-34,-20,2
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,25-09-2022,-21,-16,-15,-32,-18,2
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,26-09-2022,-24,-16,-23,-37,-35,6
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,27-09-2022,-24,-16,-22,-37,-31,5
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,28-09-2022,-23,-16,-22,-37,-31,5
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,29-09-2022,-23,-17,-22,-37,-31,5
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,30-09-2022,-21,-14,-20,-36,-31,4
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,01-10-2022,-21,-14,-20,-34,-20,2
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,02-10-2022,-20,-15,-18,-32,-17,2
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,03-10-2022,-21,-13,-23,-34,-30,4
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,04-10-2022,-22,-13,-20,-36,-30,5
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,05-10-2022,-22,-15,-20,-38,-35,6
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,06-10-2022,-22,-16,-21,-36,-30,5
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,07-10-2022,-22,-14,-21,-37,-30,5
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,08-10-2022,-22,-15,-17,-34,-20,2
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,09-10-2022,-20,-16,-14,-32,-18,2
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,10-10-2022,-23,-15,-24,-37,-35,6
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,11-10-2022,-24,-16,-23,-36,-31,5
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,12-10-2022,-24,-18,-25,-37,-31,5
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,13-10-2022,-23,-17,-22,-35,-30,5
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,14-10-2022,-22,-14,-25,-36,-31,5
US,United States,California,Los Angeles County,,,6037,ChIJMc1kAdMq3YARKjm9z9YofYM,15-10-2022,-23,-16,-32,-35,-21,3
